id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
525,13.24,2.50,4148,4601,454,Truck,1,408.35,21.56,23.24,22.54,40.53,1.75,-1.00,0
526,4.75,1.92,4165,4573,409,Car,1,410.34,21.64,28.65,25.15,25.39,1.17,14.29,0
527,4.85,1.92,4169,4480,312,Car,2,408.90,31.55,33.81,32.87,38.66,1.16,73.18,0
528,4.85,2.02,4184,4599,416,Car,1,409.43,21.47,28.28,24.68,16.35,0.59,45.54,0
529,3.84,1.82,4184,4661,478,Car,1,410.68,20.01,24.14,21.53,28.82,1.23,34.12,0
530,4.55,2.07,4187,4620,434,Car,1,408.25,18.81,32.19,23.58,25.06,1.30,19.01,0
531,4.65,1.92,4198,4508,311,Car,2,408.48,32.08,33.69,32.95,31.28,0.97,28.07,0
532,4.24,1.92,4202,4512,311,Car,2,398.31,31.73,32.75,32.14,6.92,0.21,20.05,1
533,4.45,1.92,4216,4641,426,Car,1,410.02,21.81,26.60,24.13,31.35,1.17,26.92,0
534,4.95,1.82,4238,4670,433,Car,1,409.77,18.83,29.50,23.72,32.45,1.62,8.99,0
535,6.06,2.22,4240,4551,312,Car,2,406.69,32.25,33.02,32.71,37.72,1.15,32.20,0
536,16.57,2.50,4242,4670,429,Truck,2,406.58,22.70,24.84,23.76,141.40,6.10,620.31,0
537,3.64,1.82,4249,4547,299,Car,2,406.64,33.66,34.57,34.14,37.10,1.08,19.29,0
538,4.04,1.82,4251,4675,425,Car,1,411.22,22.84,26.50,24.26,27.10,1.16,17.34,0
539,4.85,2.02,4275,4696,422,Car,1,409.88,19.21,27.71,24.35,14.90,0.76,6.04,0
540,4.45,1.82,4279,4561,283,Car,2,401.23,32.30,36.90,35.59,20.37,0.59,10.36,0
541,4.55,1.92,4280,4710,431,Car,1,408.66,21.83,26.42,23.77,20.73,0.82,20.53,0
542,4.35,1.82,4289,4599,311,Car,2,408.70,31.66,33.92,32.97,60.44,1.79,48.85,0
543,4.45,1.92,4301,4738,438,Car,1,410.06,19.40,28.84,23.47,20.67,0.75,16.07,0
544,4.95,2.02,4329,4763,435,Car,1,407.77,19.58,28.71,23.50,14.43,0.73,10.07,0
545,4.85,2.02,4335,4672,338,Car,2,407.02,29.32,31.88,30.21,51.13,1.74,-1.00,0
546,16.57,2.50,4344,4820,477,Truck,1,407.19,19.97,24.32,21.39,113.61,5.18,49.29,0
547,4.55,2.02,4354,4798,445,Car,1,408.59,18.60,29.35,23.02,14.55,0.71,9.57,0
548,3.94,1.72,4373,4705,333,Car,2,404.96,29.66,32.41,30.51,37.53,1.23,54.84,0
549,4.95,2.22,4383,4795,413,Car,1,407.86,22.59,28.10,24.76,72.13,3.07,30.25,0
550,4.95,2.02,4386,4834,449,Car,1,409.40,17.89,28.37,22.85,16.74,0.80,6.06,0
551,4.45,1.82,4401,4726,326,Car,2,408.86,30.39,32.28,31.47,66.86,2.11,9.87,0
552,4.24,1.92,4403,4846,444,Car,1,403.52,17.86,28.74,22.79,12.34,0.46,5.59,0
553,7.07,2.32,4416,4827,412,Car,1,409.24,22.97,28.13,24.90,21.95,0.88,12.23,0
554,4.04,1.82,4426,4743,318,Car,2,404.64,31.16,32.53,31.92,43.09,1.37,20.41,0
555,6.16,2.22,4444,4875,432,Car,1,409.96,18.92,29.15,23.79,14.42,0.73,6.31,1
556,5.96,2.43,4449,4919,471,Car,1,409.30,20.21,24.26,21.78,73.42,3.50,29.59,0
557,3.74,1.72,4462,4774,313,Car,2,399.64,30.77,33.75,32.04,66.41,2.01,87.43,1
558,4.24,1.92,4469,4894,426,Car,1,408.04,20.24,27.56,24.02,11.32,0.53,5.66,0
559,4.45,1.92,4481,4801,321,Car,2,407.66,30.92,33.67,31.87,24.12,0.73,58.82,0
560,4.04,1.82,4497,4912,416,Car,1,408.48,20.26,31.51,24.61,29.66,1.46,9.84,0
561,4.14,1.92,4498,4931,434,Car,1,409.43,21.10,26.62,23.65,26.26,1.05,25.30,0
562,4.65,2.12,4507,4963,457,Car,1,409.17,20.33,25.70,22.43,30.93,1.48,18.31,0
563,4.65,2.02,4521,4942,422,Car,1,409.40,20.60,32.59,24.33,19.89,0.73,14.97,0
564,4.55,1.92,4522,4843,322,Car,2,408.32,31.14,32.33,31.81,45.01,1.40,87.97,0
565,4.95,2.12,4541,4962,422,Car,1,408.78,20.07,31.47,24.29,12.42,0.55,6.57,0
566,5.36,2.02,4547,4857,311,Car,2,408.46,31.83,33.65,32.96,376.13,11.79,-1.00,0
567,4.95,1.92,4549,4962,414,Car,1,408.41,21.68,29.62,24.73,22.29,1.02,11.69,0
568,4.35,1.82,4560,4878,319,Car,2,409.01,31.52,32.51,32.15,42.03,1.29,66.31,1
569,4.95,2.12,4561,4997,437,Car,1,408.67,19.70,29.55,23.44,13.47,0.65,6.29,0
570,18.39,2.50,4574,4987,414,Truck,2,408.88,23.59,25.88,24.76,28.26,1.17,-1.00,0
571,4.04,1.82,4592,4899,308,Car,2,408.72,31.98,33.91,33.30,53.96,1.59,86.58,0
572,4.14,1.82,4602,5024,423,Car,1,409.17,22.59,25.90,24.23,51.44,2.23,18.12,0
573,4.35,1.92,4606,5000,395,Car,1,409.31,23.03,30.25,25.98,30.41,1.30,15.15,0
574,4.95,1.92,4611,5038,428,Car,1,407.42,18.45,33.79,23.86,21.70,1.02,7.94,0
575,4.45,1.82,4617,4931,315,Car,2,407.95,30.65,34.18,32.50,66.75,2.17,133.55,0
576,5.15,2.02,4642,5066,425,Car,1,408.38,17.87,32.98,24.09,13.63,0.71,6.77,0
577,4.55,1.82,4653,4956,304,Car,2,409.88,32.61,35.21,33.84,30.70,0.88,30.21,0
578,4.85,1.92,4653,5030,378,Car,1,408.15,24.29,34.15,27.07,24.68,1.01,10.14,0
579,4.04,1.82,4678,4973,296,Car,2,409.18,34.43,35.31,34.70,19.42,0.55,15.08,0
580,4.65,1.92,4692,5102,411,Car,1,406.58,20.39,32.30,24.80,24.83,1.21,10.40,0
581,16.78,2.50,4708,5130,423,Truck,1,407.17,23.29,25.14,24.13,54.09,2.15,83.39,1
582,4.04,1.92,4717,5064,348,Car,1,408.09,26.36,33.43,29.43,2.65,0.09,0.38,1
583,4.85,2.17,4728,5113,386,Car,1,407.38,25.52,26.89,26.47,15.01,0.58,14.61,0
584,16.67,2.50,4728,5171,444,Truck,1,406.96,22.26,23.80,22.97,6.53,0.27,-1.00,0
585,4.14,1.82,4741,5033,293,Car,2,408.13,33.73,36.66,34.98,187.24,5.34,164.31,0
586,4.85,1.92,4748,5134,387,Car,1,408.29,21.21,33.05,26.46,22.13,0.90,7.12,0
587,4.65,1.82,4757,5080,324,Car,2,409.11,30.11,33.26,31.68,105.00,3.48,-1.00,0
588,3.54,1.82,4763,5148,386,Car,1,408.55,26.12,26.86,26.53,30.57,1.14,44.25,0
589,5.26,2.12,4779,5156,378,Car,1,401.70,21.44,30.57,26.65,20.99,0.96,5.13,0
590,11.62,2.50,4785,5222,438,Truck,2,406.94,22.17,24.37,23.29,38.77,1.62,-1.00,0
591,4.14,1.82,4794,5089,296,Car,2,407.78,33.27,36.10,34.58,66.78,2.00,-1.00,0
592,4.75,1.92,4804,5173,370,Car,1,402.28,21.02,31.25,27.26,8.01,0.36,3.25,0
593,11.82,2.50,4817,5247,431,Truck,1,407.37,22.52,24.50,23.69,57.44,2.50,52.51,0
594,4.95,2.02,4828,5208,381,Car,1,408.48,21.13,31.17,26.88,18.62,0.83,12.53,0
595,4.85,2.02,4830,5152,323,Car,2,400.67,29.61,33.30,31.12,82.85,2.79,-1.00,1
596,4.04,1.82,4848,5242,395,Car,1,407.45,20.55,29.83,25.85,18.02,0.61,27.96,0
597,4.35,1.82,4853,5139,287,Car,2,408.26,34.70,37.25,35.72,69.67,1.90,80.31,0
598,3.94,1.92,4883,5271,389,Car,1,409.12,20.48,31.21,26.37,19.75,0.88,5.64,0
599,5.05,1.92,4888,5205,318,Car,2,406.53,30.94,33.71,32.08,56.88,1.77,40.49,0
600,13.74,2.50,4893,5329,437,Truck,2,405.04,22.38,24.37,23.24,82.25,3.67,-1.00,0
601,4.85,1.92,4894,5170,277,Car,2,402.67,35.55,38.35,36.49,49.09,1.31,66.08,0
602,16.67,2.50,4895,5322,428,Truck,1,405.18,22.54,24.69,23.73,51.68,2.24,80.97,0
603,4.35,1.82,4907,5226,320,Car,2,409.49,30.31,33.17,32.10,21.33,0.66,57.18,0
604,4.24,2.02,4907,5313,407,Car,1,408.84,23.48,26.55,25.18,149.60,5.63,-1.00,0
605,4.95,1.92,4921,5307,387,Car,1,409.46,20.95,31.32,26.53,24.57,1.13,6.54,0
606,4.35,1.92,4935,5347,413,Car,1,408.82,23.34,26.07,24.81,25.41,0.98,113.85,0
607,4.85,2.02,4951,5336,386,Car,1,409.77,20.41,32.00,26.62,16.54,0.71,6.77,0
608,4.04,1.82,4968,5392,425,Car,1,407.47,21.91,26.25,24.03,19.46,0.87,70.19,0
609,4.14,1.82,4979,5359,381,Car,1,403.18,20.62,30.84,26.54,22.23,1.04,6.59,1
610,4.45,1.92,4987,5416,430,Car,1,409.33,22.18,26.19,23.86,14.91,0.62,31.11,0
611,16.67,2.50,5007,5439,433,Truck,1,405.97,22.63,24.44,23.50,90.33,3.84,182.56,0
612,4.85,2.12,5014,5447,434,Car,1,408.84,20.93,26.39,23.61,15.46,0.65,14.59,0
613,4.95,2.02,5015,5402,388,Car,1,408.90,22.63,28.74,26.43,28.34,1.25,7.72,0
614,5.05,1.92,5036,5311,276,Car,2,409.79,37.08,37.60,37.28,197.20,5.27,198.96,0
615,4.95,2.02,5036,5472,437,Car,1,409.04,21.58,25.22,23.46,20.10,0.85,25.25,0
616,4.75,1.92,5050,5483,434,Car,1,408.46,21.86,25.09,23.59,4.82,0.22,9.02,0
617,4.55,1.92,5055,5474,420,Car,1,409.21,21.01,27.63,24.42,18.05,0.84,12.37,0
618,4.85,2.02,5064,5456,393,Car,1,409.67,23.07,29.04,26.14,44.98,1.76,27.02,0
619,4.24,1.72,5083,5377,295,Car,2,399.17,32.83,35.61,33.96,69.20,1.98,6.53,1
620,4.95,2.02,5092,5501,410,Car,1,408.65,21.77,28.19,24.99,19.07,0.87,14.31,0
621,4.75,1.92,5101,5487,387,Car,1,409.85,23.62,28.12,26.55,25.37,1.06,10.68,0
622,4.45,1.92,5118,5529,412,Car,1,409.33,21.77,27.03,24.90,20.60,0.91,17.31,0
623,16.57,2.50,5133,5559,427,Truck,1,406.06,22.14,25.10,23.84,51.94,2.29,41.40,0
624,4.35,1.92,5135,5547,413,Car,1,409.03,22.93,27.05,24.83,11.88,0.48,9.83,0
625,4.95,2.02,5141,5532,392,Car,1,409.15,23.11,28.14,26.17,36.79,1.37,43.34,0
626,4.55,1.92,5164,5558,395,Car,1,409.45,23.83,28.13,25.99,21.05,0.76,21.30,0
627,4.65,1.82,5165,5433,269,Car,2,408.31,36.38,40.04,38.12,79.28,2.03,22.49,0
628,4.85,1.92,5186,5579,394,Car,1,409.10,24.32,28.46,26.03,15.28,0.62,20.87,0
629,6.06,2.12,5206,5483,278,Car,2,406.90,36.02,37.09,36.75,144.12,3.92,117.37,0
630,4.75,1.92,5206,5600,395,Car,1,410.03,23.60,28.99,26.03,14.67,0.56,18.91,0
631,13.34,2.50,5233,5641,409,Truck,1,406.64,22.85,26.74,24.93,62.28,2.63,36.56,1
632,4.95,1.92,5237,5532,296,Car,2,409.14,33.76,35.76,34.71,40.59,1.20,-1.00,0
633,5.05,1.92,5250,5638,389,Car,1,408.42,24.55,27.55,26.33,33.17,1.32,22.87,0
634,3.64,1.72,5267,5630,364,Car,1,403.55,26.86,29.64,27.81,7.34,0.26,2.94,1
635,4.85,2.02,5267,5653,387,Car,1,408.65,25.05,27.81,26.48,8.75,0.32,18.40,0
636,4.65,1.92,5285,5681,397,Car,1,407.82,24.57,26.92,25.76,12.53,0.51,1544.15,0
637,4.65,1.92,5303,5627,325,Car,2,408.26,30.25,32.96,31.51,83.10,2.74,-1.00,0
638,10.11,2.50,5311,5747,437,Truck,1,406.72,22.30,24.00,23.34,82.68,3.47,184.78,0
639,2.93,1.92,5316,5729,414,Car,1,409.19,23.95,25.81,24.78,27.95,1.12,97.73,0
640,4.45,1.82,5319,5630,312,Car,2,410.08,32.67,34.35,32.98,-1.00,-1.00,-1.00,0
641,4.45,1.92,5322,5684,363,Car,1,408.64,27.38,29.07,28.22,46.34,1.64,12.79,0
642,4.35,1.92,5337,5701,365,Car,1,410.37,27.07,29.35,28.17,13.15,0.47,8.77,0
643,4.95,2.02,5340,5751,412,Car,1,408.92,23.51,26.38,24.88,13.77,0.57,12.73,0
644,4.55,1.82,5352,5675,324,Car,2,408.25,30.99,32.51,31.62,36.70,1.18,252.63,1
645,4.85,2.02,5360,5646,287,Car,2,410.26,32.65,37.92,35.89,2.90,0.08,1.24,0
646,4.45,2.02,5368,5730,363,Car,1,408.33,27.71,29.35,28.21,26.48,0.95,29.64,0
647,16.67,2.50,5375,5789,415,Truck,2,408.13,23.74,25.87,24.65,17.90,0.75,-1.00,1
648,4.75,1.92,5385,5675,291,Car,2,407.97,32.98,37.23,35.19,26.74,0.81,-1.00,0
649,3.94,1.92,5388,5784,397,Car,1,407.55,24.71,27.58,25.74,26.66,1.07,13.13,0
650,11.72,2.50,5389,5829,441,Truck,2,406.64,22.17,24.09,23.11,9.55,0.42,-1.00,0
651,6.37,2.43,5390,5753,364,Car,1,408.26,27.36,28.98,28.13,17.02,0.61,26.24,0
652,15.97,2.50,5395,5841,447,Truck,1,405.90,22.13,23.75,22.76,63.59,2.67,1205.35,0
653,4.85,1.92,5414,5813,400,Car,1,408.18,23.86,28.05,25.59,16.54,0.66,16.67,0
654,7.48,2.22,5415,5774,360,Car,1,407.85,27.78,29.83,28.41,14.23,0.50,13.20,0
655,17.79,2.50,5419,5832,414,Truck,2,408.78,23.87,25.85,24.76,24.21,1.00,137.95,0
656,4.65,1.82,5431,5745,315,Car,2,408.51,31.26,33.96,32.54,56.66,1.81,141.59,1
657,5.36,1.92,5440,5836,397,Car,1,408.52,23.71,27.79,25.81,16.81,0.69,18.02,0
658,4.24,1.82,5442,5804,363,Car,1,409.23,27.25,29.37,28.27,28.26,1.00,43.77,0
659,16.57,2.50,5452,5864,413,Truck,2,408.62,23.82,26.27,24.81,14.43,0.60,75.22,0
660,4.45,1.82,5457,5826,370,Car,1,408.52,26.91,28.87,27.69,12.49,0.43,-1.00,0
661,4.24,1.92,5459,5885,427,Car,1,408.04,22.38,25.26,23.94,35.03,1.53,23.97,0
662,4.14,1.92,5460,5856,397,Car,1,408.01,23.75,27.97,25.77,14.44,0.59,26.02,0
663,4.70,1.92,5464,5749,286,Car,2,408.82,31.34,40.22,35.89,26.98,0.71,5.64,0
664,4.04,1.82,5479,5898,420,Car,2,410.76,23.36,25.71,24.51,23.81,1.02,-1.00,0
665,4.65,1.92,5481,5846,366,Car,1,401.71,26.65,29.41,27.53,15.94,0.58,10.18,0
666,3.74,1.72,5502,5882,381,Car,2,410.82,23.43,33.00,27.05,11.87,0.43,4.03,1
667,4.24,1.92,5506,5875,370,Car,1,408.65,26.49,30.05,27.69,17.46,0.65,20.46,0
668,3.64,1.82,5519,5892,374,Car,1,408.03,25.60,29.18,27.36,34.22,1.31,14.57,0
669,4.24,1.82,5528,5835,308,Car,2,409.90,32.16,35.89,33.40,79.02,2.45,-1.00,0
670,4.45,1.82,5531,5929,399,Car,2,408.54,23.80,27.76,25.67,20.93,0.87,19.07,0
671,4.45,1.92,5532,5902,371,Car,1,408.43,25.87,30.10,27.60,24.45,0.91,27.59,0
672,5.05,2.12,5556,5957,402,Car,2,409.60,24.31,27.51,25.55,19.08,0.78,38.15,0
673,16.78,2.50,5572,6031,460,Truck,2,407.68,21.63,22.47,22.22,148.36,6.85,-1.00,0
674,4.35,2.02,5580,5980,401,Car,2,409.61,25.23,26.08,25.60,13.05,0.51,11.41,0
675,4.95,1.92,5593,5935,343,Car,1,408.67,27.54,31.64,29.89,31.56,1.11,12.70,0
676,4.14,1.82,5597,5907,311,Car,2,409.33,32.07,33.33,33.03,29.51,0.88,8.26,0
677,4.45,1.92,5606,6002,397,Car,2,409.77,25.14,26.57,25.88,17.93,0.69,20.82,0
678,4.75,2.12,5608,5977,370,Car,1,409.54,26.67,29.41,27.76,86.13,3.21,69.79,0
679,16.57,2.50,5608,6045,438,Truck,1,407.15,22.64,24.13,23.30,128.78,5.42,245.82,0
680,3.64,1.72,5626,5973,348,Car,1,409.55,27.12,32.94,29.52,34.60,1.12,19.21,0
681,4.24,1.82,5628,5949,322,Car,2,408.40,31.17,32.64,31.83,34.58,1.11,-1.00,0
682,3.64,1.72,5630,6080,451,Car,2,409.29,21.53,23.26,22.74,41.24,1.80,48.81,0
683,4.55,1.92,5645,5972,328,Car,2,408.95,30.71,31.66,31.27,17.99,0.58,-1.00,0
684,3.84,1.92,5650,6083,434,Car,1,408.93,22.94,23.78,23.62,31.04,1.33,37.92,0
685,4.04,1.92,5660,5991,332,Car,2,410.86,30.32,31.65,31.05,12.90,0.41,26.27,0
686,5.05,2.02,5665,6018,354,Car,1,410.02,27.17,32.87,29.05,42.04,1.36,30.09,0
687,16.88,2.50,5687,6125,439,Truck,1,407.55,23.02,23.86,23.27,17.13,0.72,107.39,0
688,12.23,2.50,5692,6111,420,Truck,1,409.10,23.61,25.38,24.42,18.93,0.78,-1.00,0
689,4.55,1.92,5700,6040,341,Car,1,410.14,28.57,31.07,30.17,19.67,0.68,11.56,0
690,4.04,1.72,5701,6083,383,Car,2,407.32,25.65,27.94,26.67,85.42,3.13,54.15,0
691,3.64,1.72,5703,6026,324,Car,2,410.53,31.46,32.42,31.79,41.92,1.30,36.02,0
692,4.45,1.82,5706,6128,423,Car,1,409.85,23.04,25.51,24.29,9.60,0.39,30.19,0
693,3.44,1.82,5712,6050,339,Car,1,410.17,29.72,30.88,30.35,12.13,0.39,25.73,1
694,3.74,1.82,5712,6154,443,Car,1,409.69,22.79,24.07,23.18,19.86,0.84,34.67,0
695,4.35,1.92,5733,6148,416,Car,1,409.68,23.41,25.86,24.69,14.23,0.60,19.61,0
696,5.05,2.02,5737,6070,334,Car,1,409.52,29.32,32.21,30.76,24.88,0.85,10.58,0
697,4.04,1.72,5737,6178,442,Car,1,410.51,22.60,23.76,23.28,17.17,0.74,33.20,0
698,4.65,1.92,5762,6099,338,Car,1,408.48,28.53,32.64,30.32,22.77,0.79,25.57,0
699,4.55,1.82,5770,6173,404,Car,1,409.73,23.91,27.64,25.42,19.32,0.80,15.68,0
700,4.95,1.92,5795,6155,361,Car,2,408.97,27.27,30.02,28.41,73.76,2.64,24.29,0
701,4.35,1.82,5802,6218,417,Car,1,410.57,23.10,27.62,24.68,33.04,1.41,14.60,0
702,6.06,2.22,5804,6156,353,Car,1,408.69,28.31,29.77,29.04,42.79,1.51,-1.00,0
703,5.46,2.22,5822,6179,358,Car,1,410.41,27.40,29.43,28.76,16.35,0.59,95.72,0
704,3.84,1.82,5827,6196,370,Car,2,409.39,27.13,28.31,27.75,123.75,4.47,24.92,0
705,3.84,1.72,5828,6120,293,Car,2,409.06,33.90,36.49,35.04,130.02,3.71,42.33,0
706,14.35,2.50,5852,6277,426,Truck,1,406.60,23.11,24.85,23.93,36.40,1.46,68.13,0
707,4.24,2.02,5857,6227,371,Car,1,409.30,26.29,28.89,27.67,32.27,1.22,-1.00,0
708,4.45,2.02,5862,6262,401,Car,1,408.64,24.55,26.70,25.55,83.48,3.35,82.46,0
709,4.04,1.72,5876,6200,325,Car,2,409.97,30.66,32.43,31.65,53.32,1.65,10.74,0
710,14.86,2.50,5882,6348,467,Truck,2,406.66,21.27,22.27,21.82,45.01,2.05,-1.00,0
711,4.24,1.82,5888,6247,360,Car,1,410.96,26.82,31.67,28.64,21.60,0.69,10.04,0
712,4.14,1.72,5904,6230,327,Car,2,406.94,30.78,31.62,31.22,27.12,0.86,46.62,0
713,5.15,2.32,5907,6283,377,Car,1,402.54,26.21,27.25,26.77,24.24,0.92,13.84,0
714,4.65,1.82,5916,6270,355,Car,1,404.81,26.57,30.14,28.60,25.14,0.85,17.54,0
715,17.79,2.50,5947,6368,422,Truck,1,408.23,23.19,25.40,24.26,67.65,2.85,75.61,0
716,16.67,2.50,5948,6397,450,Truck,2,407.01,20.71,24.27,22.67,23.86,1.10,14.52,0
717,3.64,1.72,5949,6262,314,Car,2,406.54,31.98,33.03,32.49,39.27,1.19,22.77,0
718,4.45,1.92,5949,6356,408,Car,1,411.00,25.05,25.62,25.26,41.55,1.65,-1.00,0
719,4.65,1.92,5950,6319,370,Car,1,410.66,26.52,30.29,27.84,30.62,1.15,72.64,0
720,4.75,1.92,5970,6290,321,Car,2,408.43,31.22,32.45,31.92,24.08,0.77,-1.00,0
721,4.95,2.02,5980,6374,395,Car,1,402.00,25.11,26.01,25.51,19.73,0.77,26.20,0
722,4.24,1.82,5981,6403,423,Car,1,408.72,23.83,24.63,24.22,29.34,1.22,37.84,0
723,4.55,1.92,5988,6287,300,Car,2,406.90,33.48,34.54,34.04,217.39,6.31,-1.00,0
724,4.45,1.92,5997,6390,394,Car,1,410.67,25.77,26.41,26.13,44.75,1.73,-1.00,0
725,4.04,1.92,6011,6417,407,Car,1,409.82,24.95,25.56,25.25,28.01,1.10,102.02,0
726,4.65,1.92,6023,6309,287,Car,2,407.93,34.34,36.57,35.67,25.83,0.75,13.81,0
727,4.04,1.82,6025,6441,417,Car,1,408.65,23.37,25.64,24.56,30.85,1.28,27.05,0
728,4.95,1.92,6028,6427,400,Car,1,409.58,25.24,26.02,25.67,26.56,1.05,-1.00,0
729,4.45,2.02,6055,6448,394,Car,1,403.73,25.24,26.25,25.69,32.96,1.29,43.88,0
730,5.15,2.12,6058,6455,398,Car,1,409.87,25.32,26.60,25.82,24.02,0.92,54.28,0
731,4.55,1.92,6063,6489,427,Car,1,409.73,24.00,24.38,24.06,35.60,1.46,61.50,0
732,4.85,2.02,6083,6478,396,Car,1,410.51,25.62,26.47,25.99,17.27,0.66,26.13,0
733,4.85,1.92,6097,6400,304,Car,2,408.89,32.44,35.69,33.76,148.46,4.32,75.49,0
734,4.55,1.92,6101,6488,388,Car,1,402.69,25.64,26.39,26.02,38.03,1.44,39.42,0
735,4.85,1.82,6112,6498,387,Car,1,402.66,25.68,26.49,26.09,23.14,0.89,38.58,0
736,4.24,1.82,6121,6457,337,Car,2,401.62,29.36,30.34,29.90,73.15,2.44,7.96,0
737,4.35,2.02,6137,6527,391,Car,1,410.47,25.63,27.29,26.33,20.20,0.74,30.42,0
738,3.94,1.82,6147,6453,307,Car,2,407.55,32.68,33.99,33.31,59.39,1.80,588.99,0
739,3.84,1.82,6149,6499,351,Car,2,408.80,28.12,30.37,29.21,29.89,1.06,53.86,0
740,4.85,2.02,6151,6534,384,Car,1,409.67,24.79,29.10,26.76,30.94,1.16,11.43,0
741,4.45,1.92,6154,6549,396,Car,1,409.09,25.04,27.95,25.90,10.19,0.38,9.33,0
742,4.75,1.92,6183,6491,309,Car,2,408.61,31.48,33.91,33.18,43.88,1.29,226.62,0
743,3.94,1.82,6186,6572,387,Car,1,409.47,25.53,28.10,26.52,20.04,0.75,12.49,0
744,4.95,1.92,6192,6574,383,Car,1,409.43,25.58,27.68,26.81,35.53,1.37,19.87,0
745,4.65,1.92,6193,6651,459,Car,1,409.41,21.71,22.61,22.35,20.07,0.89,-1.00,0
746,4.65,1.92,6210,6592,383,Car,1,408.04,26.08,27.78,26.72,14.49,0.55,15.27,0
747,4.35,1.82,6224,6683,460,Car,1,408.52,21.84,22.60,22.26,22.21,1.00,84.31,0
748,4.55,2.12,6227,6604,378,Car,1,403.16,24.84,28.08,26.74,11.08,0.40,81.46,1
749,4.85,2.02,6233,6585,353,Car,1,402.57,27.02,30.01,28.60,10.26,0.34,2.65,1
750,4.65,1.82,6246,6564,319,Car,2,407.79,31.01,32.71,32.08,76.51,2.46,93.71,0
751,3.84,1.82,6251,6716,466,Car,1,408.99,20.43,23.44,21.99,17.13,0.77,15.69,0
752,4.24,1.82,6261,6571,311,Car,2,407.34,31.03,34.96,32.87,335.94,10.82,-1.00,0
753,16.88,2.50,6268,6664,397,Truck,2,386.47,23.60,24.86,24.41,116.44,4.93,-1.00,0
754,4.85,2.02,6271,6640,370,Car,1,409.12,27.04,28.36,27.73,35.31,1.26,25.18,0
755,4.75,1.82,6279,6592,314,Car,2,409.66,31.64,34.52,32.74,18.74,0.59,25.11,0
756,4.14,1.92,6284,6657,374,Car,1,409.02,26.04,28.98,27.43,8.95,0.32,11.75,0
757,5.05,1.92,6285,6612,328,Car,2,408.06,29.47,31.83,31.21,43.75,1.48,-1.00,0
758,4.14,1.82,6288,6741,454,Car,1,407.24,21.72,23.60,22.48,19.48,0.84,7.10,0
759,6.16,2.32,6292,6705,414,Car,2,407.40,23.67,25.32,24.67,14.86,0.58,32.27,0
760,4.14,1.82,6295,6608,314,Car,2,408.32,31.70,34.77,32.64,14.51,0.45,37.02,0
761,3.74,1.72,6300,6699,400,Car,1,410.22,25.07,26.20,25.72,68.97,2.73,-1.00,0
762,3.94,1.82,6315,6679,365,Car,1,402.58,27.07,28.42,27.66,25.62,0.93,26.33,0
763,4.65,1.82,6316,6625,310,Car,2,408.10,31.72,33.77,33.04,15.21,0.45,14.32,0
764,4.24,1.82,6321,6639,319,Car,2,401.57,30.05,33.10,31.58,38.30,1.16,36.71,0
765,4.24,1.82,6326,6728,403,Car,1,408.51,24.67,26.15,25.41,20.64,0.83,84.31,0
766,3.94,1.92,6336,6779,444,Car,1,408.16,22.19,24.11,23.04,26.70,1.19,14.23,0
767,4.45,1.92,6344,6656,313,Car,2,400.02,31.15,33.69,32.08,30.84,0.99,-1.00,0
768,4.45,1.92,6345,6714,370,Car,1,402.05,26.77,28.09,27.26,28.80,1.07,1217.44,0
769,4.45,1.92,6354,6754,401,Car,1,408.97,25.09,26.45,25.57,21.06,0.81,32.69,0
770,4.24,1.72,6363,6690,328,Car,2,408.61,29.53,32.85,31.25,46.63,1.58,-1.00,0
771,4.35,1.82,6370,6682,313,Car,2,409.19,32.02,34.41,32.80,23.59,0.69,32.96,0
772,4.55,1.92,6382,6755,374,Car,1,408.74,26.97,27.80,27.41,33.25,1.20,68.81,0
773,4.85,2.02,6389,6794,406,Car,1,409.54,24.30,26.57,25.29,30.55,1.25,38.86,0
774,4.75,2.02,6406,6717,312,Car,2,407.53,31.42,34.83,32.78,40.10,1.27,166.15,0
775,14.45,2.50,6406,6835,430,Truck,1,406.52,22.78,24.87,23.70,36.47,1.59,25.56,0
776,4.75,1.92,6421,6741,321,Car,2,401.66,29.54,33.90,31.39,65.02,2.13,99.01,0
777,4.45,1.92,6439,6844,406,Car,1,408.39,24.44,26.49,25.22,38.71,1.54,26.38,0
778,4.65,1.82,6443,6739,297,Car,2,389.37,31.68,33.96,32.90,23.04,0.70,39.23,0
779,5.46,2.12,6446,6810,365,Car,1,408.50,27.78,28.67,28.07,55.73,1.99,39.05,0
780,5.05,2.02,6465,6840,376,Car,1,409.36,26.68,27.93,27.30,17.65,0.65,1156.79,0
781,4.65,1.82,6466,6808,343,Car,2,408.42,28.23,32.36,29.86,47.93,1.69,-1.00,0
782,4.35,1.92,6473,6793,321,Car,2,408.30,30.75,33.44,31.91,51.48,1.67,-1.00,0
783,14.35,2.50,6479,6886,408,Truck,1,404.19,24.06,25.74,24.84,36.27,1.49,25.35,0
784,5.05,2.12,6488,6868,381,Car,1,409.23,25.93,27.90,26.93,20.17,0.77,21.50,0
785,4.85,2.02,6490,6903,414,Car,1,408.48,23.25,25.92,24.73,48.10,1.85,268.79,0
